image_id,PredictionString
CCTV01^20260318-110000-20260318-120000_000283,10 0.889811 0.27 0.60 0.15 0.25 10 0.885417 0.82 0.69 0.15 0.32 3 0.877767 0.33 0.84 0.08 0.13 10 0.859375 0.36 0.46 0.13 0.16 3 0.833008 0.27 0.76 0.08 0.12 10 0.823893 0.21 0.43 0.11 0.13 3 0.817057 0.52 0.88 0.07 0.19 10 0.813802 0.10 0.52 0.16 0.19 3 0.774251 0.37 0.60 0.07 0.08 10 0.772461 0.49 0.40 0.08 0.13 0 0.768555 0.25 0.89 0.04 0.11 2 0.767415 0.95 0.85 0.05 0.13 3 0.755859 0.80 0.50 0.04 0.08 2 0.716308 0.95 0.66 0.05 0.09 11 0.634928 0.67 0.47 0.06 0.13 1 0.624186 0.39 0.85 0.03 0.08 2 0.524251 0.70 0.47 0.03 0.06 0 0.496256 0.98 0.88 0.03 0.12 10 0.470377 0.09 0.78 0.18 0.38 2 0.462972 0.90 0.59 0.04 0.07 1 0.435302 0.43 0.47 0.02 0.05 0 0.429850 0.31 0.69 0.03 0.07 3 0.425049 0.84 0.93 0.06 0.13 3 0.416341 0.16 0.94 0.09 0.12 5 0.328939 0.38 0.93 0.13 0.14 0 0.271485 0.99 0.74 0.02 0.08 1 0.259765 0.22 0.84 0.03 0.08 0 0.240804 0.22 0.84 0.03 0.08 0 0.217041 0.35 0.54 0.03 0.06 2 0.191895 0.23 0.95 0.05 0.09 3 0.137939 0.99 0.95 0.02 0.10 3 0.131592 0.38 0.93 0.12 0.13 1 0.129151 0.72 0.43 0.02 0.04 9 0.109212 0.67 0.47 0.06 0.13
CCTV01^20260318-110000-20260318-120000_000287,10 0.904297 0.17 0.73 0.20 0.34 10 0.898438 0.46 0.42 0.11 0.15 10 0.890137 0.30 0.53 0.17 0.18 11 0.885091 0.74 0.87 0.12 0.26 2 0.880697 0.23 0.87 0.04 0.13 3 0.865722 0.32 0.68 0.05 0.09 3 0.842285 0.76 0.68 0.05 0.12 10 0.839030 0.10 0.52 0.16 0.18 3 0.834310 0.25 0.78 0.08 0.12 3 0.816895 0.52 0.88 0.07 0.19 0 0.754882 0.43 0.89 0.06 0.12 3 0.746257 0.69 0.47 0.04 0.07 0 0.708496 0.80 0.47 0.02 0.06 10 0.677952 0.21 0.43 0.10 0.13 1 0.626628 0.20 0.86 0.03 0.10 2 0.624349 0.90 0.71 0.06 0.14 0 0.594889 0.96 0.79 0.04 0.10 0 0.562826 0.27 0.63 0.03 0.06 2 0.556722 0.99 0.74 0.02 0.10 1 0.484863 0.63 0.42 0.02 0.05 5 0.459635 0.31 0.83 0.07 0.16 0 0.431966 0.79 0.84 0.03 0.10 0 0.424479 0.37 0.84 0.04 0.09 10 0.274089 0.41 0.42 0.11 0.14 0 0.255371 0.31 0.42 0.02 0.05 0 0.237142 0.84 0.47 0.02 0.05 3 0.228841 0.05 0.88 0.09 0.16 3 0.224284 0.31 0.82 0.07 0.16 10 0.221843 0.07 0.67 0.14 0.24 2 0.218425 0.34 0.40 0.02 0.05 3 0.188639 0.16 0.96 0.08 0.08 2 0.182455 0.93 0.61 0.05 0.08 1 0.136393 0.79 0.84 0.04 0.09 5 0.126383 0.05 0.88 0.09 0.16 1 0.097005 0.62 0.42 0.02 0.05
CCTV01^20260318-110000-20260318-120000_000291,10 0.912272 0.10 0.52 0.16 0.19 10 0.911133 0.30 0.57 0.16 0.22 3 0.889974 0.32 0.83 0.07 0.12 10 0.889160 0.43 0.44 0.12 0.15 10 0.882487 0.21 0.43 0.11 0.14 6 0.869141 0.28 0.90 0.13 0.21 10 0.861491 0.11 0.62 0.22 0.26 3 0.854981 0.52 0.88 0.07 0.19 3 0.834472 0.84 0.84 0.09 0.16 3 0.824381 0.22 0.85 0.07 0.13 0 0.801107 0.65 0.84 0.04 0.13 0 0.789063 0.31 0.71 0.03 0.09 0 0.773600 0.89 0.66 0.04 0.09 0 0.750326 0.96 0.67 0.04 0.09 5 0.745606 0.68 0.44 0.04 0.08 0 0.732259 0.34 0.77 0.04 0.09 0 0.718587 0.27 0.75 0.03 0.08 2 0.715495 0.26 0.70 0.04 0.09 3 0.617187 0.48 0.47 0.04 0.06 3 0.603679 0.14 0.95 0.08 0.10 3 0.580078 0.41 0.94 0.10 0.11 1 0.568685 0.84 0.66 0.02 0.08 5 0.550130 0.22 0.71 0.07 0.13 0 0.514160 0.79 0.47 0.02 0.05 1 0.371094 0.24 0.75 0.02 0.06 10 0.356771 0.05 0.87 0.11 0.25 5 0.339844 0.37 0.57 0.06 0.09 2 0.294596 0.26 0.48 0.02 0.06 0 0.290527 0.19 0.64 0.03 0.07 10 0.190267 0.03 0.63 0.05 0.22 1 0.183594 0.33 0.62 0.03 0.07 3 0.173177 0.50 0.42 0.03 0.06 1 0.128743 0.66 0.39 0.01 0.04 0 0.122803 0.81 0.46 0.02 0.05 0 0.120849 0.26 0.71 0.04 0.10
CCTV01^20260318-110000-20260318-120000_000295,6 0.926433 0.26 0.87 0.12 0.26 10 0.907715 0.24 0.52 0.17 0.19 10 0.904460 0.35 0.52 0.14 0.20 10 0.889648 0.14 0.71 0.19 0.31 3 0.872071 0.30 0.75 0.05 0.11 10 0.870117 0.10 0.52 0.16 0.19 3 0.861979 0.52 0.88 0.07 0.19 2 0.858236 0.26 0.68 0.04 0.09 3 0.856771 0.35 0.86 0.08 0.12 3 0.850261 0.15 0.89 0.07 0.15 10 0.847656 0.45 0.43 0.11 0.14 5 0.807292 0.28 0.62 0.08 0.10 2 0.801107 0.35 0.94 0.06 0.10 0 0.797363 0.65 0.84 0.04 0.12 6 0.774740 0.82 0.64 0.08 0.24 0 0.769857 0.76 0.61 0.03 0.08 0 0.711589 0.23 0.69 0.03 0.08 0 0.696614 0.30 0.66 0.03 0.07 10 0.685113 0.21 0.43 0.11 0.13 0 0.683756 0.82 0.47 0.02 0.06 3 0.634928 0.48 0.46 0.04 0.06 3 0.596788 0.05 0.92 0.10 0.15 0 0.501302 0.84 0.50 0.03 0.06 5 0.472982 0.40 0.54 0.05 0.09 3 0.446940 0.99 0.90 0.03 0.16 10 0.354452 0.03 0.66 0.06 0.25 0 0.146566 0.35 0.60 0.03 0.07
CCTV01^20260318-110000-20260318-120000_000299,6 0.902506 0.26 0.86 0.12 0.26 10 0.892578 0.21 0.43 0.11 0.14 10 0.889486 0.24 0.58 0.15 0.22 5 0.872233 0.37 0.52 0.06 0.08 3 0.870117 0.74 0.81 0.06 0.14 3 0.868815 0.33 0.81 0.08 0.11 3 0.866211 0.52 0.88 0.07 0.19 10 0.851075 0.10 0.52 0.16 0.19 3 0.833984 0.16 0.84 0.07 0.14 3 0.819987 0.42 0.93 0.09 0.13 2 0.818359 0.26 0.65 0.03 0.09 3 0.801920 0.16 0.73 0.08 0.11 10 0.777343 0.42 0.43 0.10 0.14 0 0.775553 0.79 0.57 0.03 0.07 3 0.765137 0.96 0.87 0.09 0.16 5 0.762207 0.07 0.85 0.13 0.19 0 0.761556 0.93 0.92 0.06 0.13 2 0.760905 0.33 0.89 0.05 0.10 0 0.740885 0.77 0.69 0.03 0.09 1 0.731445 0.69 0.81 0.03 0.09 2 0.725260 0.36 0.95 0.06 0.09 3 0.705567 0.48 0.47 0.04 0.06 0 0.702962 0.23 0.68 0.03 0.08 0 0.700684 0.65 0.83 0.04 0.12 0 0.700521 0.30 0.64 0.03 0.08 0 0.699219 0.87 0.58 0.03 0.07 3 0.671468 0.30 0.72 0.05 0.10 10 0.633464 0.08 0.75 0.16 0.34 3 0.575521 0.50 0.43 0.03 0.05 10 0.524251 0.35 0.44 0.13 0.15 3 0.498372 0.12 0.94 0.07 0.11 0 0.478027 0.79 0.44 0.02 0.06 0 0.463867 0.33 0.61 0.03 0.09 5 0.405599 0.43 0.50 0.05 0.08 1 0.389485 0.89 0.64 0.02 0.07 0 0.325955 0.86 0.54 0.03 0.06 1 0.206055 0.03 0.94 0.05 0.09 0 0.190023 0.39 0.54 0.03 0.06 0 0.187785 0.36 0.59 0.02 0.06 0 0.149333 0.26 0.66 0.03 0.09
CCTV01^20260318-110000-20260318-120000_000303,10 0.923665 0.10 0.53 0.16 0.20 6 0.906575 0.25 0.77 0.07 0.21 10 0.883789 0.31 0.50 0.13 0.19 10 0.882812 0.15 0.63 0.20 0.26 3 0.877930 0.35 0.82 0.08 0.12 3 0.870768 0.53 0.88 0.07 0.19 3 0.847005 0.76 0.93 0.06 0.14 2 0.846029 0.31 0.68 0.04 0.09 2 0.836751 0.33 0.62 0.04 0.09 3 0.818197 0.21 0.67 0.09 0.10 3 0.816406 0.12 0.92 0.07 0.15 3 0.806641 0.38 0.51 0.05 0.06 3 0.798502 0.18 0.79 0.07 0.12 0 0.793946 0.90 0.70 0.04 0.10 2 0.791504 0.27 0.59 0.03 0.07 0 0.774251 0.69 0.85 0.04 0.13 0 0.757161 0.65 0.84 0.04 0.13 5 0.750651 0.13 0.75 0.10 0.14 3 0.727051 0.40 0.54 0.05 0.07 3 0.694173 0.27 0.67 0.06 0.09 1 0.687500 0.86 0.79 0.03 0.09 0 0.643229 0.31 0.91 0.04 0.10 3 0.642578 0.23 0.94 0.07 0.11 10 0.631456 0.21 0.43 0.11 0.14 10 0.624675 0.41 0.40 0.11 0.13 0 0.624674 0.34 0.88 0.04 0.11 0 0.619629 0.41 0.90 0.04 0.11 0 0.604167 0.83 0.49 0.02 0.06 1 0.559570 0.13 0.81 0.03 0.06 2 0.517578 0.98 0.92 0.04 0.15 0 0.514323 0.85 0.48 0.02 0.06 5 0.452311 0.49 0.43 0.04 0.06 5 0.338420 0.48 0.39 0.04 0.06 10 0.332520 0.03 0.87 0.06 0.26 0 0.305013 0.30 0.84 0.03 0.08 0 0.261556 0.89 0.59 0.03 0.08 3 0.200521 0.63 0.38 0.03 0.06 2 0.152099 0.78 0.40 0.02 0.05 10 0.141357 0.52 0.34 0.08 0.10 0 0.127930 0.81 0.48 0.02 0.06 10 0.119222 0.02 0.67 0.05 0.28 0 0.110921 0.24 0.61 0.03 0.05 0 0.109701 0.98 0.92 0.04 0.15 0 0.101319 0.39 0.47 0.03 0.04 1 0.078369 0.63 0.42 0.02 0.04
CCTV01^20260318-110000-20260318-120000_000307,10 0.875000 0.21 0.58 0.19 0.23 10 0.857096 0.34 0.48 0.13 0.17 3 0.849935 0.38 0.87 0.10 0.15 3 0.847331 0.26 0.68 0.08 0.09 3 0.843262 0.82 0.85 0.09 0.17 3 0.833496 0.26 0.76 0.06 0.11 3 0.830892 0.39 0.56 0.06 0.08 10 0.829265 0.82 0.67 0.16 0.31 5 0.822591 0.24 0.64 0.09 0.11 3 0.821940 0.33 0.65 0.05 0.09 10 0.818034 0.10 0.52 0.16 0.19 0 0.814453 0.31 0.84 0.04 0.09 3 0.813151 0.22 0.89 0.07 0.17 3 0.812825 0.41 0.48 0.05 0.06 2 0.806478 0.10 0.76 0.05 0.10 3 0.787109 0.52 0.88 0.07 0.19 9 0.760091 0.66 0.45 0.05 0.11 3 0.756673 0.14 0.93 0.08 0.14 0 0.728028 0.27 0.86 0.04 0.11 1 0.726563 0.71 0.56 0.02 0.06 3 0.708008 0.16 0.80 0.07 0.12 1 0.661133 0.19 0.71 0.03 0.07 0 0.615397 0.33 0.75 0.04 0.09 1 0.614258 0.71 0.50 0.02 0.05 10 0.613281 0.05 0.80 0.10 0.37 2 0.595866 0.89 0.56 0.04 0.07 0 0.592448 0.90 0.64 0.04 0.08 1 0.589844 0.16 0.71 0.04 0.07 0 0.574544 0.32 0.58 0.04 0.06 0 0.561198 0.30 0.71 0.03 0.07 0 0.529948 0.31 0.93 0.04 0.09 10 0.511285 0.21 0.43 0.10 0.14 0 0.461751 0.83 0.46 0.02 0.06 0 0.437825 0.74 0.88 0.08 0.12 2 0.371908 0.33 0.54 0.04 0.06 0 0.348104 0.37 0.95 0.05 0.08 0 0.331787 0.29 0.79 0.03 0.08 9 0.317708 0.45 0.42 0.04 0.09 1 0.277832 0.78 0.46 0.02 0.06 1 0.193197 0.78 0.48 0.02 0.05 10 0.167318 0.02 0.66 0.05 0.26 1 0.158610 0.39 0.51 0.02 0.05 1 0.150309 0.76 0.41 0.02 0.05 0 0.138916 0.39 0.51 0.02 0.05 10 0.116211 0.47 0.36 0.09 0.11
CCTV01^20260318-110000-20260318-120000_000311,10 0.887533 0.10 0.53 0.16 0.20 10 0.886393 0.21 0.43 0.11 0.14 10 0.885580 0.09 0.66 0.19 0.27 3 0.877930 0.25 0.76 0.07 0.14 10 0.873698 0.31 0.50 0.14 0.19 3 0.864095 0.52 0.88 0.07 0.19 3 0.863444 0.76 0.85 0.08 0.17 3 0.860026 0.26 0.66 0.09 0.10 3 0.836100 0.31 0.59 0.07 0.08 2 0.825521 0.75 0.61 0.04 0.08 0 0.811686 0.30 0.80 0.04 0.09 10 0.809407 0.40 0.42 0.10 0.15 3 0.790202 0.17 0.78 0.07 0.12 0 0.771321 0.27 0.83 0.04 0.11 0 0.762532 0.35 0.91 0.05 0.11 11 0.756836 0.86 0.64 0.14 0.22 0 0.751140 0.76 0.53 0.03 0.07 0 0.727376 0.31 0.91 0.05 0.12 1 0.724284 0.83 0.80 0.03 0.09 0 0.722331 0.32 0.66 0.03 0.08 1 0.722331 0.84 0.91 0.03 0.10 5 0.680176 0.47 0.46 0.04 0.07 3 0.655762 0.32 0.75 0.07 0.10 0 0.624675 0.98 0.71 0.04 0.08 0 0.606934 0.82 0.47 0.03 0.06 1 0.606445 0.40 0.53 0.03 0.05 0 0.580404 0.40 0.93 0.04 0.09 0 0.567871 0.36 0.84 0.04 0.08 0 0.488037 0.36 0.54 0.03 0.06 0 0.477865 0.78 0.45 0.02 0.06 0 0.463379 0.85 0.52 0.02 0.05 3 0.457357 0.49 0.43 0.03 0.05 0 0.424642 0.88 0.55 0.03 0.06 3 0.379150 0.36 0.61 0.06 0.07 7 0.334635 0.94 0.93 0.13 0.14 1 0.222982 0.25 0.59 0.03 0.05 10 0.212728 0.02 0.65 0.05 0.26 9 0.199382 0.94 0.93 0.13 0.13 0 0.175293 0.40 0.85 0.04 0.09 0 0.162109 0.42 0.48 0.03 0.06 0 0.139649 0.99 0.72 0.02 0.08 3 0.137939 0.47 0.46 0.05 0.07 0 0.123372 0.39 0.47 0.02 0.05 1 0.101725 0.71 0.78 0.03 0.09 3 0.089681 0.42 0.47 0.04 0.06 0 0.062378 0.51 0.44 0.02 0.05
CCTV01^20260318-110000-20260318-120000_000315,3 0.900553 0.34 0.61 0.08 0.09 10 0.885742 0.12 0.80 0.24 0.39 10 0.883301 0.37 0.44 0.11 0.16 3 0.875976 0.52 0.88 0.07 0.19 3 0.871908 0.30 0.58 0.07 0.07 3 0.864258 0.25 0.92 0.07 0.15 10 0.838379 0.13 0.59 0.16 0.22 3 0.838216 0.23 0.80 0.07 0.12 3 0.821940 0.31 0.69 0.05 0.11 2 0.821452 0.81 0.68 0.04 0.10 0 0.792644 0.97 0.77 0.05 0.11 0 0.755371 0.31 0.94 0.05 0.11 3 0.754883 0.66 0.47 0.03 0.07 10 0.746745 0.10 0.53 0.16 0.19 0 0.740560 0.88 0.89 0.04 0.12 0 0.729330 0.87 0.80 0.05 0.11 3 0.702474 0.45 0.48 0.04 0.06 1 0.676921 0.75 0.49 0.02 0.06 3 0.671875 0.49 0.44 0.03 0.05 3 0.666829 0.48 0.48 0.05 0.05 0 0.664876 0.25 0.60 0.03 0.06 0 0.656087 0.81 0.48 0.03 0.06 3 0.649088 0.18 0.94 0.06 0.11 0 0.610677 0.28 0.80 0.03 0.08 10 0.605035 0.21 0.43 0.11 0.14 10 0.603841 0.44 0.38 0.09 0.12 0 0.588704 0.91 0.61 0.03 0.08 0 0.584636 0.36 0.53 0.03 0.06 0 0.508951 0.35 0.79 0.05 0.07 0 0.491821 0.24 0.63 0.03 0.08 0 0.469320 0.99 0.71 0.03 0.08 2 0.404948 0.86 0.59 0.03 0.08 0 0.357503 0.42 0.47 0.02 0.06 1 0.332031 0.28 0.74 0.04 0.08 3 0.317708 0.43 0.45 0.03 0.05 5 0.294433 0.41 0.54 0.05 0.08 10 0.286865 0.02 0.67 0.05 0.28 0 0.269694 0.36 0.95 0.04 0.09 5 0.232666 0.50 0.40 0.04 0.05 0 0.230550 0.25 0.56 0.03 0.06 0 0.162760 0.28 0.53 0.02 0.06 0 0.120036 0.29 0.46 0.02 0.05 0 0.115560 0.78 0.42 0.02 0.05 3 0.113688 0.50 0.41 0.04 0.07 0 0.104655 0.39 0.48 0.02 0.05 3 0.103027 0.40 0.54 0.05 0.08 0 0.089111 0.25 0.53 0.02 0.05
CCTV01^20260318-110000-20260318-120000_000319,10 0.897135 0.24 0.64 0.18 0.28 10 0.886719 0.80 0.75 0.14 0.36 3 0.871256 0.25 0.81 0.06 0.12 10 0.870443 0.21 0.43 0.10 0.13 3 0.859537 0.30 0.68 0.07 0.10 3 0.857747 0.19 0.88 0.06 0.14 3 0.841146 0.70 0.73 0.06 0.13 10 0.832682 0.10 0.52 0.16 0.19 3 0.795735 0.14 0.84 0.09 0.14 0 0.759115 0.93 0.66 0.04 0.08 3 0.745768 0.41 0.48 0.05 0.06 10 0.729329 0.16 0.57 0.15 0.21 0 0.722819 0.87 0.56 0.03 0.07 0 0.710774 0.98 0.80 0.04 0.10 3 0.704590 0.52 0.88 0.07 0.19 0 0.668945 0.23 0.92 0.05 0.12 10 0.611003 0.47 0.36 0.09 0.12 0 0.609375 0.27 0.87 0.03 0.09 10 0.594076 0.23 0.55 0.16 0.20 1 0.576660 0.65 0.47 0.03 0.05 3 0.569498 0.45 0.48 0.05 0.07 3 0.555827 0.48 0.44 0.04 0.06 2 0.555501 0.07 0.86 0.06 0.12 0 0.554362 0.31 0.72 0.03 0.07 3 0.543728 0.42 0.43 0.03 0.05 0 0.533854 0.38 0.41 0.02 0.05 0 0.514486 0.29 0.82 0.03 0.07 0 0.503255 0.14 0.74 0.04 0.08 3 0.485352 0.51 0.40 0.03 0.05 1 0.429525 0.32 0.44 0.02 0.04 10 0.375977 0.05 0.74 0.11 0.30 0 0.335937 0.32 0.78 0.04 0.08 0 0.299642 0.92 0.76 0.03 0.09 5 0.233561 0.52 0.88 0.07 0.19 1 0.220703 0.36 0.52 0.02 0.05 0 0.216390 0.33 0.68 0.03 0.07 1 0.177083 0.92 0.76 0.03 0.09 0 0.147217 0.48 0.47 0.02 0.06 10 0.134929 0.02 0.65 0.05 0.24 3 0.126709 0.42 0.46 0.04 0.05 3 0.115885 0.53 0.36 0.03 0.04 0 0.100667 0.78 0.41 0.02 0.05 0 0.091715 0.23 0.89 0.03 0.08
CCTV01^20260318-110000-20260318-120000_000323,10 0.860677 0.69 0.47 0.08 0.19 10 0.855632 0.34 0.52 0.14 0.20 5 0.850912 0.75 0.82 0.08 0.19 3 0.839844 0.26 0.72 0.06 0.09 10 0.831543 0.19 0.53 0.13 0.18 3 0.826335 0.21 0.75 0.06 0.10 3 0.826335 0.21 0.93 0.07 0.13 3 0.810709 0.52 0.88 0.07 0.19 3 0.765788 0.26 0.65 0.07 0.09 2 0.759929 0.89 0.92 0.07 0.15 3 0.747233 0.15 0.87 0.07 0.15 10 0.723470 0.21 0.43 0.11 0.13 1 0.708984 0.82 0.93 0.03 0.09 0 0.691081 0.83 0.57 0.03 0.08 2 0.661133 0.26 0.54 0.03 0.07 10 0.649414 0.43 0.41 0.11 0.14 10 0.638835 0.08 0.80 0.17 0.39 10 0.637207 0.10 0.53 0.16 0.19 3 0.583333 0.45 0.48 0.05 0.05 3 0.579915 0.50 0.44 0.04 0.06 0 0.520182 0.23 0.59 0.03 0.07 0 0.504558 0.30 0.64 0.03 0.08 0 0.462891 0.20 0.67 0.04 0.08 0 0.461751 0.21 0.82 0.04 0.10 0 0.446777 0.25 0.82 0.04 0.09 1 0.417643 0.79 0.44 0.02 0.05 10 0.416666 0.35 0.88 0.19 0.25 0 0.222982 0.33 0.64 0.03 0.07 5 0.053426 0.30 0.39 0.05 0.07
CCTV01^20260318-110000-20260318-120000_000327,10 0.883463 0.25 0.54 0.19 0.21 10 0.877442 0.78 0.74 0.16 0.38 3 0.852050 0.22 0.88 0.07 0.14 6 0.849447 0.32 0.79 0.11 0.30 3 0.832356 0.29 0.59 0.07 0.07 2 0.745606 0.91 0.92 0.06 0.13 3 0.720866 0.14 0.94 0.07 0.11 10 0.707357 0.40 0.45 0.11 0.17 3 0.699707 0.18 0.78 0.08 0.14 0 0.682129 0.25 0.73 0.04 0.09 10 0.677735 0.10 0.78 0.20 0.38 0 0.651204 0.92 0.73 0.05 0.09 3 0.630209 0.52 0.88 0.07 0.20 0 0.627930 0.28 0.94 0.04 0.11 0 0.627929 0.26 0.90 0.04 0.10 0 0.626628 0.23 0.77 0.04 0.09 0 0.592611 0.22 0.67 0.03 0.08 10 0.564372 0.10 0.52 0.16 0.19 10 0.497396 0.21 0.43 0.11 0.14 3 0.473307 0.07 0.94 0.10 0.12 1 0.432617 0.70 0.88 0.03 0.11 1 0.413493 0.84 0.69 0.03 0.08 2 0.346110 0.80 0.46 0.04 0.08 3 0.319011 0.46 0.48 0.05 0.05 2 0.291829 0.95 0.65 0.04 0.09 10 0.262858 0.02 0.68 0.05 0.32 0 0.256673 0.33 0.60 0.03 0.06 5 0.238444 0.52 0.88 0.07 0.20 0 0.204915 0.84 0.51 0.03 0.06 1 0.204509 0.70 0.46 0.03 0.06 0 0.176269 0.24 0.75 0.03 0.09 3 0.123942 0.51 0.40 0.03 0.05 9 0.119222 0.18 0.78 0.08 0.15 5 0.115560 0.79 0.94 0.08 0.12 3 0.077433 0.26 0.68 0.04 0.08 1 0.050008 0.78 0.49 0.02 0.06
CCTV01^20260318-110000-20260318-120000_000331,10 0.896484 0.79 0.75 0.17 0.40 3 0.821126 0.32 0.64 0.07 0.08 10 0.774740 0.16 0.68 0.22 0.30 3 0.734049 0.52 0.88 0.07 0.20 3 0.709798 0.17 0.86 0.08 0.14 0 0.677246 0.25 0.85 0.04 0.10 3 0.660319 0.31 0.80 0.06 0.12 0 0.598307 0.29 0.89 0.04 0.11 3 0.595378 0.22 0.72 0.09 0.11 3 0.509278 0.11 0.87 0.08 0.13 10 0.499349 0.10 0.52 0.16 0.19 10 0.469401 0.21 0.43 0.11 0.14 0 0.463216 0.22 0.81 0.05 0.11 10 0.446940 0.45 0.47 0.10 0.14 0 0.409180 0.26 0.75 0.04 0.10 8 0.406901 0.35 0.88 0.09 0.19 2 0.405762 0.38 0.82 0.06 0.10 2 0.369792 0.45 0.97 0.07 0.07 10 0.335124 0.03 0.66 0.05 0.29 3 0.333496 0.67 0.44 0.04 0.07 10 0.300944 0.37 0.48 0.15 0.16 0 0.277832 0.33 0.68 0.03 0.07 10 0.270345 0.47 0.38 0.09 0.11 9 0.238444 0.22 0.72 0.09 0.12 0 0.196126 0.87 0.57 0.04 0.08 0 0.159587 0.89 0.67 0.04 0.09 0 0.138347 0.03 0.76 0.06 0.10 0 0.125569 0.81 0.51 0.03 0.07 7 0.104736 0.35 0.88 0.09 0.19 5 0.094889 0.22 0.72 0.09 0.12 0 0.094320 0.70 0.94 0.05 0.12
CCTV01^20260318-110000-20260318-120000_000335,10 0.911296 0.81 0.79 0.20 0.41 8 0.777669 0.30 0.91 0.13 0.17 3 0.776205 0.24 0.87 0.06 0.14 8 0.753744 0.29 0.67 0.05 0.11 2 0.715332 0.34 0.75 0.05 0.10 11 0.710287 0.39 0.90 0.14 0.20 2 0.684733 0.71 0.56 0.03 0.08 3 0.678548 0.52 0.88 0.07 0.20 3 0.652669 0.89 0.69 0.06 0.12 10 0.649089 0.36 0.50 0.15 0.19 3 0.645671 0.17 0.75 0.07 0.11 10 0.607584 0.95 0.82 0.10 0.35 2 0.598633 0.29 0.76 0.05 0.10 10 0.472656 0.67 0.38 0.05 0.13 3 0.438802 0.21 0.76 0.07 0.11 10 0.313802 0.07 0.86 0.13 0.28 10 0.254801 0.09 0.68 0.17 0.31 3 0.237142 0.48 0.46 0.04 0.04 10 0.236653 0.10 0.52 0.16 0.19 0 0.219564 0.82 0.51 0.03 0.07 10 0.199870 0.30 0.44 0.14 0.15 0 0.193848 0.25 0.70 0.03 0.06 10 0.180339 0.22 0.43 0.12 0.14 2 0.156250 0.22 0.66 0.04 0.08 3 0.126383 0.32 0.64 0.05 0.09 0 0.115560 0.22 0.66 0.04 0.09 0 0.113281 0.19 0.89 0.04 0.11 12 0.105469 0.40 0.90 0.15 0.20 10 0.105143 0.51 0.39 0.05 0.10
CCTV01^20260318-110000-20260318-120000_000339,8 0.897461 0.30 0.91 0.13 0.18 3 0.836263 0.74 0.73 0.07 0.17 8 0.830403 0.30 0.65 0.05 0.11 3 0.826172 0.24 0.85 0.06 0.14 3 0.800781 0.20 0.70 0.08 0.10 3 0.788249 0.52 0.88 0.07 0.20 3 0.689779 0.22 0.75 0.08 0.11 10 0.593587 0.17 0.57 0.21 0.23 10 0.592448 0.90 0.74 0.20 0.38 11 0.548503 0.37 0.85 0.13 0.22 8 0.496419 0.17 0.63 0.11 0.12 1 0.478516 0.79 0.67 0.03 0.08 0 0.469564 0.28 0.79 0.05 0.09 7 0.468913 0.36 0.52 0.08 0.09 2 0.432292 0.28 0.73 0.05 0.08 4 0.311198 0.36 0.52 0.08 0.09 2 0.278442 0.90 0.88 0.06 0.13 0 0.268229 0.69 0.70 0.03 0.09 3 0.207194 0.33 0.62 0.05 0.09 7 0.194987 0.29 0.56 0.09 0.09 10 0.191895 0.09 0.83 0.17 0.35 3 0.188639 0.48 0.47 0.05 0.06 2 0.181193 0.32 0.72 0.05 0.07 9 0.121012 0.29 0.56 0.08 0.10
CCTV01^20260318-110000-20260318-120000_000343,11 0.929199 0.36 0.84 0.13 0.20 8 0.882650 0.32 0.61 0.07 0.12 10 0.881022 0.25 0.53 0.20 0.20 3 0.876790 0.24 0.71 0.07 0.11 8 0.834635 0.17 0.63 0.11 0.13 3 0.832683 0.52 0.88 0.07 0.20 3 0.821289 0.76 0.81 0.08 0.19 3 0.765299 0.24 0.84 0.06 0.13 8 0.647705 0.30 0.91 0.13 0.18 0 0.637044 0.97 0.89 0.05 0.15 10 0.542969 0.35 0.42 0.15 0.15 3 0.526855 0.22 0.67 0.08 0.10 2 0.461426 0.32 0.68 0.04 0.08 2 0.394613 0.28 0.70 0.05 0.09 10 0.276530 0.09 0.82 0.18 0.35 2 0.241455 0.19 0.77 0.06 0.10 10 0.210449 0.49 0.38 0.09 0.12 1 0.206055 0.32 0.68 0.04 0.09 10 0.198242 0.02 0.70 0.05 0.36 8 0.179769 0.05 0.71 0.10 0.20 2 0.140543 0.80 0.49 0.04 0.07 1 0.134521 0.82 0.63 0.04 0.08 1 0.133708 0.19 0.77 0.06 0.10
