image_id,PredictionString
CCTV01^20260318-110000-20260318-120000_000263,4 0.964355 0.395433 0.534544 0.052083 0.089031 10 0.946289 0.101362 0.530805 0.157853 0.199074 4 0.945312 0.333233 0.919872 0.070312 0.158832 10 0.943359 0.155223 0.587963 0.135467 0.228632 9 0.942871 0.278646 0.640669 0.072917 0.152422 3 0.936523 0.177384 0.801638 0.071915 0.116097 2 0.933105 0.485577 0.444979 0.026442 0.055912 10 0.928711 0.207632 0.427885 0.102364 0.125 6 0.923828 0.398437 0.451033 0.067708 0.092949 3 0.923828 0.52504 0.881054 0.066106 0.189459 3 0.92041 0.255108 0.804131 0.066707 0.123932 3 0.901855 0.444111 0.478989 0.042869 0.049145 0 0.830078 0.735777 0.614494 0.02524 0.077991 3 0.825684 0.290164 0.56891 0.051082 0.055912 1 0.824219 0.395333 0.390491 0.017428 0.040242 0 0.81543 0.85617 0.63515 0.029647 0.082265 1 0.805664 0.353666 0.495548 0.017829 0.048789 0 0.803223 0.787861 0.615207 0.02524 0.073006 0 0.801758 0.306791 0.485399 0.024639 0.06339 1 0.800781 0.214994 0.655627 0.023938 0.062678 1 0.79834 0.241086 0.60292 0.020633 0.054843 0 0.78418 0.78766 0.71688 0.028846 0.09188 0 0.716797 0.264523 0.547365 0.028245 0.062678 1 0.462891 0.903045 0.652066 0.025641 0.088319 3 0.390381 0.211739 0.959402 0.089744 0.081197 0 0.366699 0.627604 0.567664 0.024439 0.068376 1 0.291016 0.372696 0.422543 0.014223 0.036681 7 0.279785 0.924279 0.892094 0.137019 0.215812 0 0.253906 0.76903 0.410256 0.017228 0.051282 4 0.244385 0.92508 0.891026 0.135417 0.2151 0 0.212036 0.330228 0.648682 0.029848 0.073718
CCTV01^20260318-110000-20260318-120000_000267,10 0.953125 0.254006 0.486823 0.146635 0.173789 10 0.950195 0.104067 0.520477 0.159856 0.179131 3 0.943359 0.364183 0.440349 0.032853 0.051638 10 0.938965 0.768229 0.601852 0.127003 0.260684 3 0.935547 0.311699 0.669694 0.064103 0.087963 3 0.930176 0.52484 0.880342 0.066506 0.189459 4 0.921387 0.360777 0.574252 0.048478 0.091524 4 0.917969 0.455329 0.467949 0.048478 0.07265 5 0.913086 0.305088 0.584758 0.0625 0.099003 3 0.904785 0.367087 0.512286 0.0623 0.075142 3 0.899902 0.421374 0.463497 0.044271 0.057336 0 0.880859 0.233874 0.745014 0.033454 0.089744 10 0.874023 0.208834 0.433583 0.103165 0.132835 0 0.862305 0.207382 0.676282 0.034355 0.071937 0 0.858887 0.348958 0.928419 0.044071 0.100427 7 0.854004 0.743389 0.878917 0.063702 0.213675 1 0.853027 0.819511 0.930912 0.030849 0.096866 3 0.848145 0.481771 0.436254 0.034856 0.047721 3 0.84082 0.401743 0.535969 0.045072 0.066239 10 0.818848 0.094501 0.718661 0.188201 0.292023 1 0.812988 0.684295 0.611111 0.024038 0.067664 0 0.743164 0.23758 0.631054 0.032853 0.071937 0 0.737305 0.794872 0.747329 0.032051 0.100783 3 0.730957 0.622396 0.404915 0.030849 0.066239 0 0.720215 0.860176 0.515491 0.023237 0.06161 2 0.686035 0.978766 0.728632 0.042468 0.096866 0 0.658203 0.173077 0.73718 0.040264 0.084046 9 0.633301 0.390825 0.385862 0.045272 0.08084 0 0.605957 0.627804 0.566595 0.023237 0.060541 0 0.517578 0.305188 0.512999 0.030248 0.056624 10 0.450439 0.023613 0.668091 0.046975 0.283476 3 0.394287 0.763822 0.48255 0.032452 0.061254 10 0.345215 0.672276 0.38693 0.05609 0.128561 0 0.193115 0.432893 0.424323 0.01883 0.040242 4 0.151978 0.845353 0.604167 0.036859 0.077279 0 0.151001 0.2501 0.834758 0.036258 0.096866
CCTV01^20260318-110000-20260318-120000_000271,10 0.956543 0.104692 0.522792 0.163211 0.18661 10 0.955566 0.144732 0.645833 0.196915 0.259615 10 0.937012 0.819111 0.641738 0.161458 0.292023 10 0.936523 0.34395 0.432692 0.141426 0.151709 2 0.93457 0.346955 0.5 0.048878 0.083333 6 0.933105 0.863181 0.539886 0.094151 0.188034 3 0.932129 0.738181 0.893875 0.062901 0.156695 3 0.926758 0.52484 0.879273 0.067308 0.191595 2 0.922852 0.02166 0.953704 0.043319 0.092593 10 0.921387 0.207432 0.432336 0.100361 0.138889 3 0.918945 0.711538 0.605235 0.052885 0.091524 1 0.908691 0.895833 0.863248 0.030449 0.088319 3 0.908203 0.729167 0.494658 0.03766 0.07906 3 0.901855 0.388722 0.5625 0.052684 0.075855 7 0.88623 0.23117 0.753561 0.055689 0.14245 1 0.880859 0.303886 0.621795 0.029247 0.061966 3 0.878418 0.474359 0.433048 0.036859 0.049145 2 0.852051 0.438502 0.461004 0.026843 0.060897 1 0.834473 0.315605 0.962251 0.035857 0.074074 0 0.832031 0.306691 0.537393 0.025641 0.060541 0 0.823242 0.304087 0.847934 0.038462 0.110399 0 0.819824 0.265725 0.573006 0.02504 0.059117 3 0.775879 0.471354 0.479345 0.038862 0.055556 10 0.677246 0.024289 0.664174 0.048478 0.26567 4 0.65332 0.509215 0.393964 0.033654 0.061788 0 0.615234 0.905849 0.941952 0.048878 0.106125 2 0.611328 0.789463 0.45495 0.026042 0.056624 2 0.556641 0.809495 0.489494 0.02524 0.058048 0 0.490234 0.764623 0.443554 0.020433 0.053775 1 0.460938 0.383013 0.517806 0.020433 0.042023 2 0.266602 0.978365 0.733618 0.041667 0.091168 0 0.255371 0.629207 0.571225 0.023638 0.066952 9 0.230225 0.632212 0.423255 0.03766 0.095085 1 0.229492 0.688502 0.396011 0.018029 0.056268 0 0.214722 0.257111 0.875356 0.040665 0.091168 0 0.190674 0.304187 0.844373 0.037861 0.10755
CCTV01^20260318-110000-20260318-120000_000275,6 0.966309 0.908654 0.629273 0.11859 0.231481 10 0.953125 0.228766 0.567308 0.182692 0.210114 10 0.946289 0.103941 0.521902 0.157903 0.18198 9 0.94043 0.721955 0.622329 0.080128 0.174145 10 0.93457 0.207933 0.429309 0.098958 0.125712 3 0.928223 0.52484 0.87963 0.067308 0.190883 2 0.922852 0.921875 0.82906 0.042468 0.108262 6 0.913574 0.80028 0.714031 0.074119 0.218661 3 0.908203 0.658654 0.521546 0.046474 0.073006 2 0.903809 0.861779 0.882479 0.047276 0.121083 3 0.888672 0.430188 0.473469 0.049079 0.065883 3 0.883301 0.667668 0.58084 0.042067 0.084758 1 0.878418 0.308894 0.903134 0.025641 0.079772 1 0.834473 0.317308 0.961538 0.032051 0.071225 3 0.816406 0.817107 0.600249 0.045272 0.087963 1 0.796875 0.780048 0.585292 0.021635 0.060897 0 0.791992 0.339844 0.610577 0.025841 0.064459 1 0.786621 0.327324 0.677529 0.021234 0.064459 1 0.770508 0.753405 0.524038 0.021234 0.06161 3 0.767578 0.490785 0.429131 0.036859 0.057692 1 0.750488 0.691707 0.737179 0.024439 0.076923 0 0.712402 0.322516 0.485933 0.020833 0.046652 2 0.668945 0.359575 0.467058 0.033253 0.067308 1 0.644043 0.831731 0.655627 0.016026 0.069801 10 0.644043 0.411859 0.395655 0.123397 0.126068 10 0.629883 0.412059 0.39521 0.122997 0.125534 0 0.592773 0.328425 0.441061 0.017829 0.045228 10 0.592773 0.249599 0.80057 0.13742 0.368946 1 0.44165 0.394932 0.547721 0.022236 0.054843 2 0.434082 0.982372 0.802706 0.035256 0.084046 2 0.364746 0.85657 0.51015 0.041667 0.078704 2 0.29834 0.359575 0.467058 0.033253 0.06802 0 0.291748 0.887019 0.711004 0.048077 0.086538 0 0.279785 0.336639 0.837963 0.037861 0.103276 10 0.247314 0.10612 0.8474 0.203626 0.299501
CCTV01^20260318-110000-20260318-120000_000279,10 0.95166 0.105919 0.527244 0.16276 0.196225 10 0.951172 0.175931 0.617343 0.198618 0.259615 9 0.949219 0.840945 0.902066 0.10016 0.195869 10 0.943359 0.301783 0.643697 0.126402 0.266738 10 0.939941 0.363782 0.457977 0.13141 0.152422 10 0.936523 0.163912 0.775641 0.175381 0.35755 3 0.935547 0.525641 0.880698 0.067308 0.19302 3 0.931152 0.929888 0.877137 0.092147 0.160256 10 0.927734 0.209435 0.431446 0.103165 0.132835 3 0.927734 0.732372 0.707087 0.053686 0.121439 3 0.925293 0.769231 0.845798 0.060096 0.161681 3 0.915039 0.23728 0.925926 0.079928 0.148148 3 0.896973 0.382512 0.9448 0.106771 0.110399 2 0.887207 0.810096 0.456375 0.024038 0.054487 11 0.868652 0.744992 0.531517 0.102163 0.18839 0 0.868164 0.059458 0.744658 0.04034 0.093305 0 0.851074 0.295773 0.964387 0.061899 0.071225 1 0.827637 0.305889 0.827991 0.029647 0.080484 1 0.804199 0.251703 0.804487 0.030649 0.076211 0 0.789062 0.329527 0.773504 0.034455 0.095442 1 0.757812 0.223458 0.826211 0.027444 0.075499 10 0.753418 0.955529 0.780983 0.088942 0.342593 2 0.660156 0.902644 0.626959 0.034455 0.084402 2 0.577637 0.013547 0.811254 0.027093 0.121083 3 0.44751 0.751603 0.94302 0.075321 0.11396 0 0.397949 0.059821 0.744836 0.041617 0.095798 0 0.364746 0.334736 0.878561 0.036859 0.080484 2 0.320801 0.013622 0.810541 0.027244 0.119658 10 0.303223 0.955529 0.783476 0.088942 0.344729 10 0.274414 0.488582 0.349359 0.078926 0.11396 0 0.190674 0.901442 0.626781 0.033654 0.081909 0 0.168823 0.285958 0.959402 0.045072 0.07265
CCTV01^20260318-110000-20260318-120000_000283,10 0.946777 0.361178 0.45495 0.127003 0.161325 10 0.945801 0.103816 0.525641 0.160757 0.189459 10 0.936523 0.265425 0.603454 0.151843 0.253205 10 0.933594 0.208534 0.432692 0.102965 0.138177 10 0.931152 0.815705 0.688746 0.150641 0.316239 3 0.926758 0.52484 0.87963 0.067308 0.195157 3 0.922852 0.365685 0.599715 0.065104 0.086895 11 0.921387 0.670272 0.468839 0.050481 0.124288 3 0.915527 0.270232 0.767806 0.074119 0.119658 3 0.911621 0.326322 0.839387 0.072516 0.127493 3 0.905273 0.802083 0.503383 0.038462 0.073006 0 0.893066 0.254607 0.891738 0.04367 0.116809 2 0.850098 0.902644 0.591524 0.03766 0.071225 1 0.841797 0.21905 0.838319 0.03105 0.084046 0 0.831055 0.309395 0.685719 0.03105 0.075143 2 0.825684 0.95032 0.662749 0.040064 0.082621 2 0.78125 0.949119 0.844729 0.047276 0.125356 2 0.763672 0.702724 0.471688 0.025641 0.062322 3 0.71875 0.835938 0.93198 0.070112 0.13604 1 0.584961 0.209836 0.905627 0.031851 0.080484 10 0.546875 0.485377 0.406072 0.083734 0.130876 3 0.533203 0.161558 0.934829 0.087139 0.130342 0 0.513672 0.354066 0.537393 0.025841 0.065527 10 0.507812 0.485577 0.405538 0.083333 0.131232 5 0.474609 0.376002 0.926994 0.123798 0.138889 10 0.363037 0.089293 0.753205 0.178586 0.336895 0 0.312256 0.256711 0.892806 0.049079 0.12037 2 0.306641 0.950721 0.662393 0.040865 0.081909 0 0.205566 0.254307 0.889957 0.042668 0.110399 0 0.195557 0.990785 0.741631 0.018429 0.077991 0 0.151978 0.991186 0.740741 0.017628 0.075499
CCTV01^20260318-110000-20260318-120000_000287,10 0.946777 0.103265 0.519053 0.158854 0.176994 5 0.944336 0.312099 0.821937 0.071314 0.155271 10 0.942871 0.306691 0.526531 0.170272 0.179843 10 0.942383 0.172025 0.729701 0.195212 0.329772 3 0.933594 0.52484 0.87963 0.066506 0.193732 10 0.930176 0.461338 0.418981 0.098958 0.144943 10 0.928223 0.209135 0.43287 0.101362 0.133547 3 0.922852 0.315204 0.678419 0.052284 0.09188 3 0.906738 0.69391 0.47062 0.039263 0.063034 3 0.905762 0.759415 0.680912 0.05008 0.125356 5 0.901367 0.092122 0.938034 0.114633 0.123932 11 0.897461 0.740585 0.869302 0.114984 0.261396 2 0.89502 0.231671 0.86859 0.04347 0.123219 1 0.788086 0.633814 0.422721 0.014423 0.044872 1 0.726562 0.200521 0.863604 0.030849 0.099003 0 0.725098 0.795873 0.468661 0.022035 0.061254 3 0.723145 0.2503 0.780805 0.07512 0.119302 2 0.672363 0.989183 0.736289 0.021635 0.092949 2 0.662109 0.900641 0.715278 0.064103 0.139245 3 0.588867 0.162159 0.957621 0.091546 0.084758 10 0.556641 0.924679 0.886396 0.150641 0.227208 0 0.470703 0.426883 0.894943 0.052484 0.111823 0 0.364746 0.273337 0.630876 0.025841 0.073006 2 0.311523 0.989583 0.740385 0.020833 0.096154 0 0.309082 0.374299 0.850427 0.043069 0.091168 3 0.306641 0.396835 0.946937 0.091747 0.106125 0 0.176636 0.3751 0.857906 0.040665 0.077635 1 0.157104 0.787059 0.845798 0.032452 0.097578
CCTV01^20260318-110000-20260318-120000_000291,10 0.939453 0.428786 0.447471 0.115184 0.151353 10 0.939453 0.109776 0.623575 0.211939 0.251424 10 0.937988 0.302684 0.568554 0.155849 0.221866 10 0.930664 0.104417 0.527244 0.160958 0.198362 3 0.930176 0.844551 0.840456 0.086538 0.150997 5 0.925781 0.223207 0.707621 0.076022 0.131766 3 0.923828 0.52484 0.880698 0.06891 0.191595 10 0.919434 0.208534 0.435897 0.103365 0.141026 5 0.915527 0.677284 0.445513 0.039663 0.07906 3 0.912598 0.316306 0.834758 0.067708 0.11396 10 0.911621 0.054788 0.871083 0.109575 0.257835 0 0.897461 0.189553 0.639957 0.033954 0.067664 3 0.895508 0.217348 0.850071 0.073317 0.133191 3 0.885742 0.476763 0.473825 0.041667 0.06161 3 0.875977 0.142653 0.949074 0.083083 0.101852 6 0.866699 0.285657 0.896368 0.128205 0.207265 3 0.856934 0.40645 0.9448 0.105369 0.110399 2 0.855957 0.261218 0.712073 0.039263 0.100071 0 0.852051 0.893429 0.658298 0.033654 0.089387 0 0.838867 0.271735 0.74911 0.03105 0.073006 0 0.82666 0.961538 0.669694 0.032051 0.08084 5 0.819824 0.374399 0.577635 0.059295 0.099003 0 0.806641 0.3122 0.705128 0.035056 0.086895 1 0.78125 0.842147 0.661859 0.024038 0.084402 3 0.725098 0.498197 0.419516 0.028446 0.055556 0 0.699219 0.345052 0.762108 0.038662 0.08547 0 0.694336 0.79347 0.474181 0.022035 0.055912 10 0.291748 0.024458 0.645655 0.04869 0.238604 2 0.27832 0.368289 0.98896 0.052684 0.02208 0 0.245117 0.651442 0.837963 0.034455 0.123219 1 0.190674 0.238582 0.759259 0.019631 0.055556 3 0.173828 0.497997 0.419516 0.028045 0.054131
CCTV01^20260318-110000-20260318-120000_000295,3 0.962891 0.482372 0.464565 0.040064 0.058048 10 0.953613 0.139974 0.712963 0.183193 0.307692 10 0.952637 0.103866 0.522258 0.157853 0.186966 10 0.941895 0.348558 0.521011 0.133013 0.191595 5 0.939941 0.285857 0.620726 0.08133 0.10114 2 0.939453 0.261919 0.684295 0.036258 0.088675 10 0.938965 0.241286 0.519943 0.166466 0.18661 3 0.927734 0.52504 0.880342 0.066907 0.190883 3 0.927734 0.154948 0.886396 0.069511 0.143162 3 0.922852 0.348157 0.862179 0.082131 0.126068 2 0.920898 0.353065 0.942664 0.051883 0.110399 6 0.917969 0.263221 0.869658 0.121795 0.253561 3 0.915039 0.051019 0.928775 0.101187 0.14245 10 0.912598 0.448718 0.430288 0.105769 0.136574 10 0.911621 0.209235 0.439815 0.101963 0.149573 3 0.908203 0.302183 0.752493 0.05028 0.104701 6 0.894043 0.820112 0.638533 0.076122 0.237179 0 0.878906 0.75641 0.608084 0.02484 0.080128 0 0.801758 0.229467 0.694088 0.029046 0.070513 0 0.779785 0.672676 0.390313 0.019231 0.048433 0 0.749023 0.300982 0.662037 0.030248 0.071225 0 0.694336 0.652043 0.842949 0.040465 0.131766 3 0.682617 0.98758 0.899216 0.02484 0.14886 5 0.644043 0.40024 0.537749 0.050481 0.086182 10 0.57373 0.02524 0.678419 0.050431 0.292735 0 0.462891 0.354467 0.598647 0.029848 0.066239 0 0.221313 0.814503 0.469729 0.021635 0.057692
CCTV01^20260318-110000-20260318-120000_000299,3 0.950195 0.158854 0.741275 0.080929 0.107194 10 0.949707 0.103866 0.519587 0.158454 0.181624 10 0.94873 0.422576 0.434295 0.095553 0.136396 10 0.941895 0.236178 0.578348 0.152644 0.217949 3 0.933105 0.420272 0.932692 0.092949 0.134615 5 0.931152 0.066732 0.846154 0.125751 0.168091 2 0.928711 0.257512 0.654736 0.035056 0.085826 10 0.927246 0.208834 0.434829 0.103165 0.138889 3 0.927246 0.327724 0.812678 0.073718 0.109687 3 0.926758 0.52504 0.881054 0.066106 0.190883 3 0.925293 0.504407 0.429309 0.032051 0.05235 3 0.925293 0.744391 0.809117 0.060897 0.14245 3 0.919434 0.300481 0.721866 0.045673 0.093305 3 0.918457 0.957532 0.869658 0.084936 0.153846 2 0.900391 0.335036 0.884615 0.051482 0.102564 2 0.872559 0.358674 0.954416 0.053886 0.091168 5 0.851074 0.370393 0.521724 0.058894 0.090456 0 0.831055 0.649439 0.837963 0.03766 0.123219 0 0.829102 0.790665 0.565527 0.024439 0.07265 6 0.826172 0.259615 0.861823 0.113782 0.257835 0 0.809082 0.869391 0.579594 0.028846 0.068732 0 0.79834 0.772837 0.675748 0.029647 0.098647 3 0.789062 0.480168 0.46599 0.039663 0.056624 0 0.78125 0.300581 0.637642 0.027845 0.065171 1 0.78125 0.690304 0.807336 0.028045 0.09188 1 0.773438 0.889423 0.640669 0.022436 0.069801 0 0.769043 0.786258 0.442308 0.022035 0.051282 0 0.760742 0.228866 0.67646 0.03145 0.073006 10 0.740234 0.352464 0.442842 0.121194 0.156339 3 0.631836 0.116987 0.944444 0.065905 0.111111 0 0.577637 0.929487 0.915242 0.052885 0.116809 0 0.439697 0.862179 0.540242 0.030449 0.060541 1 0.373779 0.027845 0.939815 0.054587 0.093305 1 0.358398 0.028633 0.939815 0.055013 0.096154 6 0.320068 0.851562 0.901353 0.098157 0.195869 3 0.275879 0.164714 0.842949 0.065605 0.134615 0 0.228149 0.772636 0.678063 0.030048 0.096866 0 0.165649 0.388421 0.53953 0.026442 0.06339
CCTV01^20260318-110000-20260318-120000_000303,10 0.950195 0.105694 0.524573 0.158403 0.190883 2 0.949707 0.308894 0.678953 0.038462 0.085826 10 0.948242 0.308594 0.498576 0.128405 0.174501 10 0.9375 0.154397 0.628027 0.203225 0.256766 6 0.936523 0.245593 0.768162 0.074519 0.201567 10 0.927246 0.208784 0.433583 0.102063 0.137108 3 0.921875 0.525441 0.87963 0.066106 0.185185 3 0.918945 0.381611 0.515313 0.046474 0.06339 5 0.913086 0.130183 0.754273 0.090996 0.136752 3 0.913086 0.177885 0.788105 0.063301 0.117521 10 0.910645 0.408453 0.400285 0.105369 0.12963 3 0.899902 0.208834 0.676994 0.079527 0.096154 3 0.877441 0.125751 0.913818 0.072015 0.136752 3 0.865234 0.352264 0.821225 0.080729 0.115385 1 0.85498 0.857372 0.793447 0.030449 0.096866 1 0.852051 0.127103 0.819444 0.028245 0.051994 2 0.827637 0.269231 0.594373 0.033654 0.070513 0 0.757812 0.904247 0.702991 0.036058 0.098291 3 0.756348 0.40024 0.544516 0.041667 0.070513 3 0.720215 0.271334 0.66631 0.060697 0.078348 5 0.70752 0.491787 0.428775 0.038862 0.068376 2 0.663574 0.979567 0.924145 0.040865 0.151709 3 0.658203 0.757412 0.931268 0.063702 0.137464 0 0.605957 0.651442 0.838319 0.034455 0.132479 2 0.501953 0.328926 0.624466 0.040064 0.081553 0 0.474609 0.83113 0.491097 0.022035 0.061966 10 0.462891 0.020771 0.658476 0.041391 0.25 0 0.414795 0.306891 0.917023 0.038862 0.108974 0 0.393311 0.409255 0.898504 0.038061 0.104701 0 0.370117 0.410256 0.903846 0.035256 0.10114 0 0.359375 0.892628 0.599003 0.033654 0.084046 3 0.323486 0.476562 0.969729 0.117388 0.060541 0 0.310791 0.336538 0.876781 0.045272 0.111111 0 0.291016 0.846955 0.476674 0.020833 0.06161 1 0.264404 0.308694 0.980057 0.028446 0.039886 0 0.253906 0.893029 0.600249 0.036058 0.083689 0 0.233765 0.05306 0.704594 0.026593 0.069444 0 0.221313 0.308293 0.930199 0.036859 0.08547 10 0.205566 0.019732 0.637108 0.039463 0.208689 3 0.19873 0.225962 0.945513 0.072115 0.108974
CCTV01^20260318-110000-20260318-120000_000307,10 0.953125 0.206831 0.586895 0.188101 0.235043 10 0.952637 0.104718 0.524395 0.160156 0.193376 10 0.947754 0.336438 0.475783 0.121595 0.172365 5 0.944336 0.241637 0.637999 0.088041 0.107194 3 0.936035 0.157552 0.802706 0.071514 0.119658 10 0.928223 0.208834 0.43287 0.101162 0.138533 3 0.927246 0.52524 0.879986 0.065705 0.191595 3 0.92627 0.255108 0.763355 0.058694 0.111467 3 0.919434 0.414964 0.484687 0.046675 0.061966 2 0.916504 0.097631 0.758903 0.044722 0.096154 3 0.908691 0.257212 0.685185 0.078526 0.095442 10 0.908691 0.821314 0.66453 0.152244 0.307692 9 0.908203 0.659054 0.451211 0.054487 0.103276 6 0.905762 0.453926 0.419516 0.03766 0.093305 3 0.891113 0.388221 0.562144 0.060897 0.075142 3 0.881836 0.816306 0.844729 0.085336 0.166667 3 0.873047 0.380609 0.871439 0.096955 0.151709 3 0.869629 0.334435 0.646724 0.056691 0.08547 10 0.852051 0.045623 0.778134 0.091046 0.342593 0 0.850098 0.309695 0.926282 0.036058 0.09188 3 0.84375 0.217097 0.89245 0.072216 0.159544 1 0.803223 0.707332 0.557514 0.021234 0.065171 3 0.801758 0.25611 0.685541 0.076723 0.096154 1 0.800781 0.70653 0.502137 0.019631 0.054131 3 0.795898 0.14035 0.926282 0.083884 0.146011 1 0.78418 0.194511 0.708511 0.026843 0.068732 0 0.759277 0.304287 0.710114 0.030449 0.075499 0 0.750488 0.315004 0.579594 0.033454 0.060897 2 0.680664 0.327724 0.540776 0.042869 0.066595 0 0.615234 0.903445 0.634259 0.034455 0.08547 0 0.615234 0.272736 0.860399 0.03746 0.112536 1 0.571777 0.157252 0.703348 0.039062 0.070513 0 0.521484 0.73778 0.875 0.073317 0.111823 0 0.492188 0.337139 0.755342 0.035657 0.067664 0 0.355713 0.461739 0.927707 0.05008 0.123219 2 0.354004 0.330529 0.539708 0.038462 0.063746 0 0.295898 0.286458 0.780627 0.029247 0.074074 0 0.270508 0.372897 0.954416 0.040665 0.091168 2 0.267334 0.329427 0.540776 0.040264 0.065171 3 0.257568 0.747195 0.962251 0.06891 0.075499 2 0.194336 0.889022 0.565171 0.03766 0.064815 1 0.160278 0.156751 0.705662 0.039864 0.070157
CCTV01^20260318-110000-20260318-120000_000311,10 0.940918 0.104442 0.526175 0.156901 0.192664 10 0.937012 0.094702 0.662037 0.180389 0.259971 3 0.925293 0.171274 0.779024 0.069311 0.111467 3 0.922852 0.524639 0.880342 0.065305 0.190883 10 0.922363 0.208684 0.432514 0.101062 0.134971 10 0.921875 0.309996 0.496617 0.141627 0.179131 3 0.913574 0.308193 0.59188 0.071915 0.075499 3 0.913574 0.245192 0.767806 0.06891 0.132479 3 0.90918 0.761018 0.851852 0.073317 0.166667 5 0.898926 0.466546 0.462073 0.041266 0.069444 3 0.897461 0.260016 0.660078 0.083333 0.098647 2 0.889648 0.745593 0.606303 0.035256 0.078704 10 0.882324 0.39994 0.426104 0.097556 0.149217 1 0.878418 0.833734 0.794516 0.026442 0.087607 0 0.835449 0.361478 0.537927 0.032652 0.072293 3 0.816406 0.323918 0.755698 0.06891 0.109687 0 0.796875 0.763221 0.533476 0.024038 0.066239 0 0.767578 0.301683 0.804843 0.042067 0.092593 1 0.744629 0.838942 0.909188 0.035256 0.101852 0 0.689453 0.775641 0.449074 0.028846 0.066952 0 0.662109 0.266526 0.837607 0.04387 0.122507 0 0.640625 0.400441 0.929131 0.041266 0.09188 0 0.629883 0.848558 0.525997 0.020833 0.054843 0 0.625977 0.325421 0.662215 0.03105 0.07443 0 0.609375 0.98117 0.715278 0.03766 0.095085 0 0.594727 0.301583 0.805556 0.043069 0.095442 0 0.588867 0.34986 0.910969 0.045072 0.106838 3 0.571777 0.363882 0.609865 0.065905 0.082977 0 0.562012 0.979567 0.708511 0.034455 0.081553 9 0.507812 0.936699 0.931624 0.126603 0.136752 7 0.480469 0.936699 0.931624 0.126603 0.136752 9 0.476562 0.863381 0.637464 0.130609 0.210826 0 0.466797 0.308894 0.917379 0.046474 0.115385 10 0.458008 0.020558 0.66631 0.041016 0.26567 0 0.341553 0.877003 0.548789 0.028045 0.06339 0 0.286133 0.41867 0.480057 0.02484 0.055556 3 0.282959 0.42528 0.462607 0.035657 0.049858 2 0.271973 0.395132 0.480057 0.019832 0.051282 0 0.218628 0.378405 0.842949 0.07492 0.111823 0 0.195557 0.876603 0.548789 0.028846 0.061254 1 0.191284 0.839744 0.910613 0.038461 0.106125 0 0.167725 0.993189 0.723469 0.013622 0.091524
CCTV01^20260318-110000-20260318-120000_000315,10 0.950684 0.122746 0.795406 0.223257 0.367878 10 0.947266 0.36859 0.441595 0.109776 0.151709 10 0.945312 0.138772 0.584046 0.141126 0.196581 10 0.9375 0.103916 0.532051 0.157953 0.207977 10 0.936523 0.208083 0.430377 0.099058 0.132123 3 0.936035 0.230669 0.801282 0.063101 0.111111 3 0.92627 0.52484 0.880698 0.067308 0.190171 0 0.92041 0.864984 0.798789 0.048878 0.10755 3 0.918457 0.252003 0.91631 0.067708 0.141738 3 0.914062 0.345553 0.60844 0.081731 0.088675 3 0.880859 0.305689 0.581731 0.069311 0.071581 3 0.880859 0.30599 0.695157 0.048678 0.11396 2 0.878418 0.8125 0.678419 0.038462 0.096154 3 0.871582 0.65645 0.466346 0.034054 0.073718 3 0.86084 0.176983 0.946225 0.065505 0.10755 0 0.858887 0.280549 0.799501 0.030649 0.071937 0 0.851074 0.360978 0.532407 0.029647 0.061966 0 0.835449 0.35627 0.953704 0.041066 0.092593 1 0.831055 0.749599 0.487892 0.022436 0.064103 0 0.829102 0.976763 0.770833 0.046474 0.116453 0 0.829102 0.310296 0.940883 0.046474 0.116809 3 0.816406 0.449119 0.476318 0.040865 0.055912 10 0.775879 0.444511 0.380164 0.08133 0.120014 0 0.766113 0.807292 0.47703 0.026442 0.062322 2 0.750488 0.855369 0.590456 0.034455 0.084046 0 0.743164 0.879006 0.89245 0.040064 0.115385 0 0.741699 0.350761 0.783476 0.052083 0.088319 0 0.726562 0.281651 0.52938 0.023638 0.056624 0 0.697754 0.236679 0.633369 0.032252 0.07443 3 0.697754 0.484175 0.484687 0.045272 0.05057 0 0.67041 0.913462 0.603276 0.032051 0.081909 3 0.605957 0.494792 0.444622 0.032051 0.047365 10 0.545898 0.070162 0.769943 0.140325 0.320513 0 0.432129 0.251302 0.59651 0.03145 0.069088 5 0.397949 0.40635 0.542023 0.048678 0.079772 0 0.386719 0.35627 0.950855 0.039463 0.094017 10 0.348633 0.020195 0.683048 0.040189 0.301994 0 0.253906 0.415064 0.473825 0.021635 0.056624 0 0.228882 0.288562 0.970086 0.050681 0.059829 0 0.217285 0.285757 0.967593 0.053486 0.064815 3 0.20813 0.494591 0.444266 0.032452 0.046652 0 0.158203 0.986779 0.7151 0.026442 0.08547
